Row Labels,Acacia Pied Barbet,Acrocephalus spp,African Crake,African Cuckoo,African Firefinch,African Fish Eagle,African Goshawk,African Green Pigeon,African Grey Hornbill,African Harrier-Hawk,African Hawk Eagle,African Hoopoe,African Palm Swift,African Paradise Flycatcher,African Pied Wagtail,African Pipit,African Reed Warbler,African Swift,Amethyst Sunbird,Amur Falcon,Aquila spp,Arrow-marked Babbler,Ashy Flycatcher,Barn Swallow,Bar-throated Apalis,Bateleur,Bearded Scrub Robin,Bearded Woodpecker,Bennett's Woodpecker,Black Cuckoo,Black Cuckooshrike,Black-backed Puffback,Black-bellied Bustard,Black-collared Barbet,Black-crowned Tchagra,Black-headed Heron,Black-headed Oriole,Black-shouldered Kite,Blacksmith Lapwing,Black-winged Stilt,Blue Waxbill,Brimstone Canary,Broad-tailed Warbler,Bronze Mannikin,Brown-crowned Tchagra,Brown-headed Parrot,Brown-hooded Kingfisher,Brubru,Burchell's Coucal,Burnt-necked Eremomela,Cape Batis,Cape Glossy Starling,Cape Turtle Dove,Cape White-eye,Cardinal Woodpecker,Cattle Egret,Chinspot Batis,Common Buttonquail,Common Greenshank,Common Myna,Common Ostrich,Common Quail,Common Sandpiper,Common Scimitarbill,Common Swift,Common Waxbill,Crested Barbet,Crested Francolin,Crested Guineafowl,Croaking Cisticola,Crowned Hornbill,Crowned Lapwing,Dark-capped Bulbul,Desert Cisticola,Dideric Cuckoo,Dusky Indigobird,Eastern Nicator,Egyptian Goose,Emerald-spotted Wood Dove,Eurasian Hobby,European Bee-eater,European Roller,Fan-tailed Widowbird,Fiery-necked Nightjar,Flappet Lark,Fork-tailed Drongo,Gabar Goshawk,Golden-breasted Bunting,Golden-tailed Woodpecker,Gorgeous Bushshrike,Great Reed Warbler,Greater Honeyguide,Green Wood-Hoopoe,Green-backed Camaroptera,Green-winged Pytilia,Grey Go-Away Bird,Grey Heron,Grey Penduline-Tit,Grey Sunbird,Grey Tit-Flycatcher,Grey-headed Bushshrike,Groundscraper Thrush,Hadada Ibis,Hamerkop,Helmeted Guineafowl,Hooded Vulture,House Martin,House Sparrow,Jacobin Cuckoo,Jameson's Firefinch,Klaas's Cuckoo,Kurrichane Thrush,Laughing Dove,Lazy Cisticola,Lesser Grey Shrike,Lesser Honeyguide,Lesser Masked Weaver,Lesser Striped Swallow,Levaillant's Cuckoo,Lilac-breasted Roller,Little Bee-eater,Little Rush Warbler,Little Swift,Livingstone's Turaco,Long-billed Crombec,Long-billed Pipit,Long-tailed Paradise Whydah,Malachite Kingfisher,Marabou Stork,Marico Sunbird,Marsh Owl,Marsh Sandpiper,Marsh Warbler,Namaqua Dove,Narina Trogon,Natal Spurfowl,Neddicky,Olive Bushshrike,Olive Sunbird,Orange-breasted Bushshrike,Pale Flycatcher,Peregrine Falcon,Pied Crow,Pied Kingfisher,Pink-throated Twinspot,Pin-tailed Whydah,Plain-backed Pipit,Purple-banded Sunbird,Purple-crested Turaco,Rattling Cisticola,Red-backed Shrike,Red-billed Oxpecker,Red-billed Quelea,Red-breasted Swallow,Red-capped Robin-Chat,Red-chested Cuckoo,Red-collared Widowbird,Red-eyed Dove,Red-faced Cisticola,Red-faced Mousebird,Red-fronted Tinkerbird,Red-headed Weaver,Red-winged Starling,Reed Cormorant,Retz's Helmetshrike,Rock Dove,Rudd's Apalis,Rufous-naped Lark,Sabota Lark,Sand Martin,Scaly-throated Honeyguide,Scarlet-chested Sunbird,Senegal Lapwing,Shelley's Francolin,Sombre Greenbul,Southern Black Flycatcher,Southern Black Tit,Southern Boubou,Southern Fiscal,Southern Grey-headed Sparrow,Southern Masked Weaver,Southern Red Bishop,Southern Red-billed Hornbill,Southern Yellow-billed Hornbill,Speckled Mousebird,Spectacled Weaver,Spotted Flycatcher,Spotted Thick-knee,Steppe Buzzard,Stierling's Wren-Warbler,Streaky-headed Seedeater,Striped Kingfisher,Swainson's Spurfowl,Tambourine Dove,Tawny-flanked Prinia,Terrestrial Brownbul,Thick-billed Weaver,Three-banded Plover,Trumpeter Hornbill,Village Weaver,Violet-backed Starling,Wahlberg's Eagle,Water Thick-knee,White-backed Vulture,White-bellied Sunbird,White-browed Robin-Chat,White-browed Scrub Robin,White-crested Helmetshrike,White-faced Whistling Duck,White-fronted Bee-eater,White-throated Robin-Chat,White-winged Widowbird,Willow Warbler,Wire-tailed Swallow,Wood Sandpiper,Woodland Kingfisher,Yellow-bellied Eremomela,Yellow-billed Kite,Yellow-breasted Apalis,Yellow-fronted Canary,Yellow-fronted Tinkerbird,Yellow-rumped Tinkerbird,Yellow-throated Longclaw,Yellow-throated Petronia,Zitting Cisticola
272,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,2,,,,1,,,1,,,,,,,1,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,2,,,,2,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,2,,1,,,
273,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,1,,,,,,1,,,,,,,1,,,,2,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,
274,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,2,,1,,1,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,3,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,1,3,,,1,,,,,,,,,,,,,,,,,,1,,1,2,,,,,,,,1,,,,,,,,,
276,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,2,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,
277,,,,,,,,,,,,,,,,,,,,,,5,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,
278,2,,,,,,,,,,,,,,,,,,,,,,,#VALUE!,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,,,,4,1,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,3,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,3,,,,,,,,,1,,,,,,,,,,,1,,2,,,,,
279,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,2,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,,,,,,,1,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,2,,,,,,,4,,,,2,
280,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,1,,,,,,,,,,,1,1,,,1,2,,,,2,,,,,,,,,,,,,,,,3,,,,2,,2,,,,,,,2,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,2,,6,,,,,,,,,,,,1,,,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,1,2,2,,,1,
281,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,1,,1,,,,,,,,1,,1,,1,,,2,2,,1,,1,,,,,,,1,,,,,,,2,,5,,,,1,,2,,1,,,,,2,,,,2,,,,1,,,,,,,1,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,3,1,4,,,1,,,1,,,,,,,,,,,,,,,,,2,,2,,,2,,,,1,,2,1,,,,,,,,1,2,,,,,,,,,,,1,,,,,,,,,,,,1,2,1,,,,
282,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,1,,,2,1,,1,,,,1,,,,1,,,,,,,1,,,1,,1,,,,,,,,,,,2,3,,,,3,,,,1,,3,,,,,,,2,,1,,,,,,2,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,2,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,,,,,,,1,,1,,,,,,,,,1,,1,6,,,,,1,,,,,,2,1,,,,2,
284,,,,,,,,,,,,,2,,,,,,,,,,,6,,,,,,,,1,,2,,,,,,,,,,,,,,1,,,,1,,,1,,1,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,3,,,,,,,,1,,,,2,,,,,
286,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,2,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,4,,,,1,,1,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,6,,,1,,,1,,,,,,,,,,,,,,,,,1,,2,,,,,,,1,1,,1,,,,,2,,,,2,,,,,,,,,2,,2,,,,,,,,,,,,1,2,,,,,
287,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,1,,1,,,,,,,,,,,,1,,,2,1,,1,,1,,,,,,,,,,,,,,,,2,,,,1,,2,,1,,,,,1,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,1,,,1,,,,,,,,,,,,,,,,,2,,,,,,2,,,,3,,2,,,,,2,,,,,,,,,,,,,1,,1,4,,,,,,,,1,,,,2,,,,,
288,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,,,,,,1,,,,1,,,,1,,,,,,,,2,,,,1,,,,,,,1,,,,,,,2,,3,,,,2,,3,,,,,,,3,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,2,,,,,,,,,,,,,,1,,,1,,3,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,2,,,,,,,,,,,,1,,,,,,
289,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,3,,,,,,,,1,,,1,,,,,2,,1,,,,,,,,,,,,,2,,,,,2,,,,1,,3,,,,,,,4,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,2,,1,,,1,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,1,3,,,,,
290,,,,1,,,,,,,,,,,,,,,,,,,,2,,1,,1,,,,1,,1,1,,1,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,2,,,,,2,,,,1,,3,,,,,1,,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,2,2,,,,,
291,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,2,,,,,,,,1,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,1,,4,,1,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,3,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,2,,,,,,,,,,,,,,1,2,,,,,
292,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,1,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,4,,,,,,,,,,1,,,,,,,,1,,,,,,2,,,,1,,1,,,,,,1,,,2,,,,6,,,,,
293,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,,,1,,,,1,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,1,,,,2,,,,1,
294,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,2,1,,1,,1,,,,,,,,,,,,,,,,2,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,1,,,
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,2,,,,1,,,,,,,1,1,,1,,1,,,,,,,,,,,2,,,,,2,,,,,,2,,,,,,,1,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,2,,1,,,,,,,,,1,,,,2,,,,,
296,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,2,,#VALUE!,,1,,,,,,,,1,,,,,,,,2,,,,,,2,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,2,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,2,,,,1,
297,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,2,,,,2,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,2,,,,1,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,4,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,1,1,,,,,
298,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,1,,,1,,2,,,,,,,,,,,,,,2,,3,,,,,,,,1,,,,,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,,,,,,,,,,,,,,1,,,,,3,,,6,1,,,,2,1,,,,,,,,,,,,,,,1,,,,2,1,1,3,,,,,,,,,,,1,2,,,,,
304,1,,,,,,,,,,,,,,,,,,,,,3,,1,,1,,,,1,,,,,1,,,,,,2,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,4,,,,,2,,,,,,1,,3,,,1,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,,2,,,,,,,,,,,,,,,1,,,1,,2,,,,2,1,,,,1,,,,,,1,,,,,,1,,,,1,,4,,,,,,,,,,,,1,2,,,,,
305,1,,,,3,,,,,,,,1,1,,,,,,,,2,,6,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,2,,,,,,2,,1,,,,,1,,,,2,,1,,3,,1,,,,,,,,,19,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,2,1,,,,1,,,2,2,3,,,,,,,,,,,,,,,1,,,2,,,2,,,,,2,1,,,,,,,,2,3,,,,,,,,,,1,1,,,,,,1,,,1,,,2,5,,,,1,
308,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,2,,,2,,,,3,,,,1,,,,,,,2,,,1,,1,,,,,,,,,,1,,,,,,3,,,,,,1,,,1,,,,1,,,1,,,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,1,,1,,,,,,,,,,,1,,,,1,,,2,,2,,,,2,5,,,,,,,1,,,1,,,,,,1,,,,3,,1,,,,,,,,,,,,1,,,,,,
309,1,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,2,,,,1,,,1,,,,,2,,1,,1,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,1,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,2,,,,,,,,,1,1,,,1,,1,,,,,,,,,,,,,1,,,,,
310,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,2,,,,,,,,,,,,,2,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,5,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,2,,,,,,,,2,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,1,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,1,,1,,,,,,1,,,,,,,,1,,,1,1,,1,,1,,,,,,,,,,,,,,,,4,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
315,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,4,,,2,,,,,1,,,3,1,,,,1,,,,,,,,,1,2,2,,,,,5,,,,,,1,,2,,,,,1,,,1,,,,,,,,,2,,,,,,,8,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,3,1,,,,,,,1,,4,1,,,,,,,,1,,,,,,,,1,1,,,,,,2,1,,,,,,,2,1,,2,,,,,,,1,,,,,1,,,,,,,,,,,,,2,,,,,
316,2,,,,2,,,,,,,,,,,,,,,,,3,,2,,,,1,,,,,,,,,,,,,2,,,,1,,1,2,1,,,2,,,,,1,,,,,,,3,,,1,2,,,,,3,,,,,,1,,72,1,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,2,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,3,2,,9,,,,,1,,,,,,,,,,,,,,,,,1,,2,,,1,,,,3,3,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,,,1,
317,1,,,,,,,,,,,,1,,,,,,,,,5,,4,,,,,,,,1,,2,1,,,,,,1,,,,,,1,1,2,,,2,3,,2,,2,,,,,,,,,,1,,,,,,3,,1,,,,2,,1,,,,,1,,1,1,,,,,1,,,,3,,1,,,,,3,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,8,,,,,,1,1,3,,,,,,,,,,,,,,,2,,,1,,,,,,1,2,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,1,,,1,2,,,,,
318,1,,,,,,,,,,,,,,,,,,,,,3,,4,,,,,,,1,,,1,,,,,,,2,,,,1,,2,1,,,,2,2,,,,1,,,,,,,1,,1,1,,,,,,2,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,1,4,2,1,,,,,,1,2,3,,,,,,,,,,,,,,,1,,1,,,,,,,,4,1,,,,,,1,,,1,,,,,,2,,,,1,,1,,,,,,,,,1,,,,2,,,,,
319,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,2,1,,1,,,,1,,,,1,,,,,,,3,,,,,2,,,,,,,,,,,2,,,,,1,,,,,,2,,1,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,3,1,2,,,,,,1,,,,,,,,,,,,,,,,,2,,6,,,,,,,,,1,,,,,,,,,1,3,,,,,,,,,2,,2,,,,,,,,,1,,,,2,,,,,
320,,,,,3,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,1,,,,1,,,,,,,,,,1,1,,,,,1,,1,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,1,,,,1,,,,,
321,,,,,2,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,1,,,,,,,1,2,,,1,2,,,,1,,,,,,,,,,1,,,,,,2,,,,,,2,,,1,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,,,,,,,1,6,,,,,,,,,,,,2,,,1,,,1,,,,,,,,1,,,,,,2,,,2,,,,,,,,,,,,1,,,,,,,,,1,,,1,1,,,,,
322,1,,,,,,,,3,,,,,,,,,,,,4,,,1,,,,,,,,,,2,,,1,,,,,,,,,,,1,,,,2,,,1,,1,,,,,,,,,,1,,,,,,2,,,,,,2,,,,,,,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,,,,,,1,,,1,,,,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,
323,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,1,,,,1,,,,1,,,,,,1,,,,,2,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,1,,,,,,
324,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,1,1,,1,,,,1,,,,,,,1,1,,,2,1,,,,1,,,,,,,,,,1,,,,,,2,,,,,,1,,,1,,,,5,,1,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,,1,,,,,,,,,,,,2,,,,1,,,,1,,,,3,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,1,
325,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,1,,,,,2,,,,,,,2,,,,1,,,,,,,,,,1,,,,,,3,,,,,,1,,,1,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,1,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,
326,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,1,,,,,,,,,,,,,2,,,,1,
327,,,,,,,,,,,,,,,,,,,,,,,,5,,,,1,,,,,,,,,2,,,,1,,,,,2,1,1,,,,,2,,1,,1,,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,,1,,,1,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,3,,,,3,,,,,,,,,,,2,,,,,,,1,,,2,,1,,,,,,,,,,,,,,,,,2,
328,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,1,,,1,,,,,,,,2,,,,,2,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,,,1,1,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,2,2,,,,,,,,,,,,,8,,,,,
